Official Title,Posting Number,Department,Active Applications,Workflow State,Last Status Update,All Submitted Applications,Incomplete Applications,Close Date,Closing Date,FTE,Pay Rate
Office Assistant III,0600401,Human Resources,0,Filled,"February 08, 2011 at 09:42 AM",63,4,Feb 02,02.02.2011,1.0,"Starting salary $35,650/yr"
Online Adjunct Faculty--B 275: Business Law and Legal Environment,0600346,Online Learning Administration,0,Filled,"April 21, 2011 at 03:41 PM",28,1,Dec 31,31.12.2010,,$815 per course credit hour (most courses are 2-3 credits)
Online Adjunct Faculty--FDAMF 101: American Foundations,0600351,Online Learning Administration,0,Filled,"March 18, 2011 at 04:11 PM",22,0,Dec 31,31.12.2010,,$815 per course credit hour (most courses are 2-3 credits)
Temporary Faculty - Psychology,0600400,Academic Office,0,Filled,"June 15, 2011 at 03:39 PM",8,0,Mar 16,16.03.2011,,Dependent on Education and Experience
Temporary Faculty - Communication,,Academic Office,0,Filled,"December 29, 2010 at 02:37 PM",2,0,Open Until Filled,,,
Full-time Faculty - English,0600338,Academic Office,0,Filled,"May 13, 2011 at 04:09 PM",27,0,Jan 16,16.01.2011,,Dependent on education and experience.
Physician Assistant,,Student Health Center,0,Filled,"December 06, 2011 at 09:33 AM",1,0,Feb 16,16.02.2011,1,TBD
Online Adjunct Faculty--ACCTG 205: Accounting Software,0600320,Online Learning Administration,0,Filled,"April 21, 2011 at 03:38 PM",7,0,Dec 31,31.12.2010,,$815 per course credit hour (most courses are 2-3 credits)
Full-time Faculty - Religious Education,0600336,Academic Office,0,Filled,"May 05, 2011 at 02:43 PM",29,1,Dec 12,12.12.2010,,Dependent on education and experience.
Full-time Faculty - Sociology,0600337,Academic Office,0,Filled,"June 07, 2011 at 08:19 AM",7,0,Jan 16,16.01.2011,,Dependent on education and experience.
Full-Time Faculty - Political Science,0600339,Academic Office,0,Filled,"May 13, 2011 at 04:14 PM",13,1,Open Until Filled,16.01.2011,,Dependent on Education and Experience
Online HR Manager,0600403,Online Learning Administration,0,Filled,"October 10, 2011 at 11:10 AM",27,2,Feb 14,14.02.2011,1,"Starting salary $57,000/yr"
Online Adjunct Faculty--B 212: Business Fundamentals II,0600359,Online Learning Administration,0,Filled,"April 20, 2011 at 01:20 PM",15,0,Dec 01,01.12.2010,,$815 per course credit hour (most courses are 2-3 credits)
LDS Philanthropies--Administrative Assistant,,Human Resources,0,Filled,"December 06, 2011 at 09:26 AM",9,0,Feb 10,10.02.2011,1,$2500/month
Salad Preparer,0600318,University Food Services,0,Filled,"December 08, 2010 at 04:04 PM",8,0,Oct 25,25.10.2010,.60,Pay scale begins at $8.59/hr
Full-time Faculty - Nursing,0600304,Academic Office,0,Cancelled,"September 11, 2010 at 04:03 PM",0,0,Open Until Filled,,,Dependent on education and experience.
Adjunct Faculty - Business Management,,Academic Office,0,Filled,"April 29, 2013 at 12:24 PM",8,0,Open Until Filled,,,Dependent on Education and Experience
Security Officer,,University Security & Safety,0,Filled,"December 16, 2010 at 09:58 AM",2,0,Nov 12,12.11.2010,.75,Starting wage $15.35/hr
Office Assistant I,0600350,Humanities & Philosophy,0,Filled,"December 08, 2010 at 04:06 PM",1,0,Oct 21,21.10.2010,.60,Pay scale begins at $12.51/hr.
Head Resident (2 openings),0600404,Housing & Student Living,0,Filled,"August 26, 2011 at 03:16 PM",42,2,Mar 03,03.03.2011,.7,Monthly stipend (based on size of hall) and 2 bdrm aprt
Adjunct Faculty - Geology,,Academic Office,0,Filled,"April 29, 2013 at 12:30 PM",1,0,Open Until Filled,,,Dependent on Education and Experience
Full-time Faculty - Economics,0600335,Academic Office,0,Filled,"May 13, 2011 at 04:07 PM",9,0,Jan 16,16.01.2011,,Dependent on education and experience.
Online Adjunct Faculty--ART 130: Intro to Graphic Design,0600321,Online Learning Administration,0,Filled,"March 18, 2011 at 03:24 PM",6,0,Jan 28,28.01.2011,,$815 per course credit hour (most courses are 2-3 credits)
Full-time Faculty - Human Performance,0600330,Academic Office,0,Filled,"May 13, 2011 at 04:11 PM",16,0,Jan 16,16.01.2011,,Dependent on education and experience.
Degree Audit Specialist,0600405,Student Records & Registration,0,Filled,"July 25, 2012 at 04:08 PM",90,0,Mar 01,01.03.2011,1,"Starting salary $31,900/yr"
Full-time Faculty - Academic Support,0600379,Academic Office,0,Filled,"April 19, 2011 at 03:46 PM",18,0,Jan 16,16.01.2011,,Dependent on education and experience.
Full-time Faculty - Chemistry,0600341,Academic Office,0,Filled,"May 13, 2011 at 04:06 PM",9,1,Jan 16,16.01.2011,,Dependent on education and experience.
Online Adjunct Faculty--FAML 100: The Family,0600356,Online Learning Administration,4,Filled,"April 21, 2011 at 03:35 PM",30,0,Dec 31,31.12.2010,,$815 per course credit hour (most courses are 2-3 credits)
Security Officer,,University Security & Safety,0,Filled,"July 16, 2011 at 06:43 AM",1,0,Feb 28,28.02.2011,.75,$15.35/hr
University Operations Financial Officer,0600344,University Operations,0,Filled,"December 22, 2010 at 10:16 AM",19,0,Nov 23,23.11.2010,1,"Starting salary $64,480/yr"
Office Assistant II,0600407,Information Technology,0,Filled,"October 10, 2011 at 11:07 AM",43,3,Mar 08,08.03.2011,1,"Starting salary $31,900/yr"
Full-time Faculty - Horticulture,0600331,Academic Office,0,Cancelled,"May 13, 2011 at 04:10 PM",6,0,Jan 16,16.01.2011,,Dependent on education and experience.
Online Adjunct Faculty-SAMPLE,,Online Learning Administration,0,Cancelled,"July 27, 2011 at 02:54 PM",0,0,Dec 01,01.12.2010,,$815 per course credit hour (most courses are 2-3 credits)
Temporary Faculty - English (Evening School),0600408,Academic Office,0,Filled,"June 15, 2011 at 03:22 PM",5,0,Apr 04,04.04.2011,,Dependent on Education and Experience
Temporary Faculty - Economics (Evening School),0600410,Academic Office,0,Cancelled,"May 13, 2011 at 02:36 PM",1,0,Apr 04,04.04.2011,,Dependent on Education and Experience
Temporary Faculty - Mathematics (Evening School),0600409,Academic Office,0,Filled,"May 13, 2011 at 03:07 PM",5,0,Apr 04,04.04.2011,,Dependent on Education and Experience
Custodian,0600406,Custodial Services,0,Filled,"October 10, 2011 at 11:06 AM",69,1,Mar 08,08.03.2011,1.0,"Starting salary $23,455/yr (approximately $11.28/hr)"
Online Adjunct Faculty--ECON 151: Economic Principles - Macro,0600347,Online Learning Administration,0,Filled,"March 18, 2011 at 03:56 PM",16,0,Dec 31,31.12.2010,,$815 per course credit hour (most courses are 2-3 credits)
Housing Complex Assistant,0600316,Housing & Student Living,0,Filled,"December 08, 2010 at 04:03 PM",42,2,Oct 20,20.10.2010,.50,Stipend of $675 per month and rent reduced by $200 per month
Full-time Faculty - Biology,0600328,Academic Office,0,Filled,"April 20, 2011 at 08:51 AM",10,1,Jan 16,16.01.2011,,Dependent on education and experience.
Online Degrees Advisor,0600309,Online Degrees & Services,0,Filled,"November 05, 2010 at 09:40 AM",66,1,Sep 22,22.09.2010,1,Payscale begins at $19.21/hr
Regulatory Accounting & Reporting Coordinator,0600315,Financial Services,0,Filled,"December 08, 2010 at 04:05 PM",24,0,Oct 25,25.10.2010,1.0,"Pay scale begins at a minimum of $64,480/yr"
Full-time Faculty - Foreign Languages & Literatures (French),0600412,Academic Office,0,Filled,"May 13, 2011 at 02:34 PM",2,0,Apr 20,20.04.2011,,Dependent on Education and Experience
Transfer Evaluation Specialist,0600382,Student Records & Registration,0,Cancelled,"December 23, 2010 at 08:28 AM",16,0,Jan 05,05.01.2011,1,"Staring salary $31,938/yr"
Temporary Faculty - Biology (Evening School),0600411,Academic Office,0,Filled,"June 15, 2011 at 03:18 PM",2,0,Apr 04,04.04.2011,,Dependent on Education and Experience
Full-time Faculty - Music,0600340,Academic Office,0,Filled,"May 13, 2011 at 04:13 PM",19,0,Jan 16,16.01.2011,,Dependent on education and experience.
Full-time Faculty - Mathematics,0600343,Academic Office,0,Filled,"May 13, 2011 at 04:11 PM",8,0,Jan 16,16.01.2011,,Dependent on education and experience.
Online Adjunct Faculty--ART 130: Intro to Graphic Design,0600414,Online Learning Administration,0,Filled,"August 23, 2011 at 04:33 PM",9,0,May 17,17.05.2011,,$815 per course credit hour (most courses are 2-3 credits)
Online Adjunct Faculty-FDENG 101: Writing and Reasoning Foundations,0600352,Online Learning Administration,0,Filled,"April 21, 2011 at 03:41 PM",23,0,Dec 31,31.12.2010,,$815 per course credit hour (most courses are 2-3 credits)
Web Services Coordinator,0600326,University Communications,0,Filled,"January 27, 2011 at 04:30 PM",8,0,Dec 02,02.12.2010,1,"Starting salary $50,650/yr"
Online Adjunct Faculty--COMM 250: Intro to Organizational Communication,0600417,Online Learning Administration,0,Filled,"August 23, 2011 at 04:40 PM",18,0,Mar 31,31.03.2011,,$815 per course credit hour (most courses are 2-3 credits)
Custodial Supervisor,0600413,Custodial Services,0,Filled,"October 10, 2011 at 11:00 AM",53,3,Mar 21,21.03.2011,1,"Starting salary $44,900/yr"
Online Adjunct Faculty--BIO 381: Pathophysiology,0600322,Online Learning Administration,1,Filled,"April 21, 2011 at 04:10 PM",3,0,Jan 06,06.01.2011,,$815 per course credit hour (most courses are 2-3 credits)
Online Adjunct Faculty--ENG 335: American Literature-Realism and Modern,0600366,Online Learning Administration,0,Filled,"April 21, 2011 at 03:46 PM",6,0,Dec 31,31.12.2010,,$815 per course credit hour (most courses are 2-3 credits)
Online Adjunct Faculty--ENG 325: Theory and Practice of Language,0600364,Online Learning Administration,0,Filled,"April 21, 2011 at 03:44 PM",8,1,Dec 31,31.12.2010,,$815 per course credit hour (most courses are 2-3 credits)
Online Adjunct Faculty--Art 110: Drawing I,0600415,Online Learning Administration,0,Filled,"August 23, 2011 at 04:30 PM",13,0,May 17,17.05.2011,,$815 per course credit hour (most courses are 2-3 credits)
Online Adjunct Faculty--B 101: Principles of Business Management,0600416,Online Learning Administration,0,Filled,"August 23, 2011 at 04:40 PM",20,0,Mar 31,31.03.2011,,$815 per course credit hour (most courses are 2-3 credits)
Audio Production Engineer,,Events Management,0,Cancelled,"February 16, 2012 at 03:50 PM",0,0,Not specified,,1.0,
Online Adjunct Faculty--BIO 265: Anatomy and Physiology II,0600345,Online Learning Administration,0,Filled,"April 21, 2011 at 04:10 PM",5,0,Jan 06,06.01.2011,,$815 per course credit hour (most courses are 2-3 credits)
Online Adjunct Faculty--FDREL 200: Family Foundations,0600355,Online Learning Administration,0,Filled,"March 22, 2011 at 12:38 PM",30,0,Dec 31,31.12.2010,,$815 per course credit hour (most courses are 2-3 credits)
Online Adjunct Faculty--ENG 314: Advanced Research and Literary Analysis,0600363,Online Learning Administration,0,Filled,"April 21, 2011 at 03:44 PM",7,0,Dec 31,31.12.2010,,$815 per course credit hour (most courses are 2-3 credits)
Online Adjunct Faculty--ENG 251: Fundamentals of Literary Interpretation,0600324,Online Learning Administration,0,Filled,"March 18, 2011 at 04:01 PM",6,0,Dec 31,31.12.2010,,$815 per course credit hour (most courses are 2-3 credits)
Online Adjunct Faculty--FAML 220: Parenting,0600421,Online Learning Administration,3,Filled,"August 23, 2011 at 04:40 PM",14,0,Mar 31,31.03.2011,,
Online Adjunct Faculty--ECON 150: Economic Principles-Micro,0600419,Online Learning Administration,0,Filled,"August 23, 2011 at 04:34 PM",11,0,Apr 11,11.04.2011,,$815 per course credit hour (most courses are 2-3 credits)
Online Adjunct Faculty--ENG 251: Fundamentals of Literary Interpretation,0600420,Online Learning Administration,0,Filled,"August 23, 2011 at 04:40 PM",16,0,Apr 11,11.04.2011,,$815 per course credit hour (most courses are 2-3 credits)
Online Adjunct Faculty--COMM 307: Media Law & Ethics,0600418,Online Learning Administration,0,Filled,"August 23, 2011 at 04:30 PM",27,0,May 17,17.05.2011,,
Online Adjunct Faculty--FDAMF 101: American Foundations,0600422,Online Learning Administration,0,Filled,"August 23, 2011 at 04:34 PM",8,0,Apr 11,11.04.2011,,$815 per course credit hour (most courses are 2-3 credits)
Online Adjunct Faculty--FDCNC 250: Foundations Capstone,0600423,Online Learning Administration,0,Filled,"August 23, 2011 at 04:40 PM",12,0,Mar 31,31.03.2011,,$815 per course credit hour (most courses are 2-3 credits)
Online Adjunct Faculty--FDENG 201: Advanced Writing,0600424,Online Learning Administration,0,Filled,"August 23, 2011 at 04:40 PM",17,0,Apr 11,11.04.2011,,$815 per course credit hour (most courses are 2-3 credits)
Online Adjunct Faculty--FDHUM 103: Art and Propaganda in the 20th Century,0600425,Online Learning Administration,0,Filled,"August 23, 2011 at 04:33 PM",7,0,May 17,17.05.2011,,$815 per course credit hour (most courses are 2-3 credits)
Online Adjunct Faculty--FDMAT 108: Mathematical Tools for the Real World,0600426,Online Learning Administration,0,Filled,"August 23, 2011 at 04:30 PM",16,0,May 17,17.05.2011,,$815 per course credit hour (most courses are 2-3 credits)
Full-time Faculty - Geology or Physics,0600342,Academic Office,0,Filled,"May 13, 2011 at 04:09 PM",13,0,Open Until Filled,16.01.2011,,Dependent on education and experience.
Online Adjunct Faculty--FDREL 121: Book of Mormon I,0600427,Online Learning Administration,0,Filled,"August 12, 2011 at 01:18 PM",19,0,Mar 31,31.03.2011,,
Online Adjunct Faculty--FDREL 122: Book of Mormon II,0600428,Online Learning Administration,0,Filled,"August 23, 2011 at 04:36 PM",17,0,Mar 31,31.03.2011,,
Online Adjunct Faculty--FDREL 211: New Testament I,0600429,Online Learning Administration,0,Filled,"August 23, 2011 at 04:36 PM",15,0,Mar 31,31.03.2011,,
Online Adjunct Faculty--FDSCI 203: Environmental Stewardship,0600430,Online Learning Administration,0,Filled,"August 23, 2011 at 04:33 PM",21,0,May 17,17.05.2011,,$815 per course credit hour (most courses are 2-3 credits)
Online Adjunct Faculty--B 361: Operations Management,0600432,Online Learning Administration,0,Filled,"August 23, 2011 at 04:28 PM",19,0,May 17,17.05.2011,,$815 per course credit hour (most courses are 2-3 credits)
Online Adjunct Faculty--HFED 100: Essentials of Human Nutrition,0600431,Online Learning Administration,0,Filled,"August 23, 2011 at 04:34 PM",10,0,Apr 13,13.04.2011,,$815 per course credit hour (most courses are 2-3 credits)
Online Adjunct Faculty--FDENG 101: Writing Foundations,0600433,Online Learning Administration,0,Filled,"August 23, 2011 at 04:36 PM",12,1,Mar 31,31.03.2011,,$815 per course credit hour (most courses are 2-3 credits)
Online Adjunct Faculty--B 105: International Entrepreneurship,0600435,Online Learning Administration,0,Filled,"August 23, 2011 at 04:40 PM",15,0,Apr 04,04.04.2011,,$815 per course credit hour (most courses are 2-3 credits)
Online Adjunct Faculty--SOC 112: Social Problems,0600434,Online Learning Administration,0,Filled,"August 23, 2011 at 04:36 PM",13,0,Mar 31,31.03.2011,,$815 per course credit hour (most courses are 2-3 credits)
Online Adjunct Faculty--GS105: College Success,0600436,Online Learning Administration,0,Filled,"August 23, 2011 at 04:40 PM",42,1,Apr 04,04.04.2011,,$815 per course credit hour (most courses are 2-3 credits)
Online Adjunct Faculty--HS 280: Medical Terminology,0600437,Online Learning Administration,0,Filled,"August 23, 2011 at 04:40 PM",10,0,Apr 11,11.04.2011,,$815 per course credit hour (most courses are 2-3 credits)
Online Adjunct Faculty--FDREL 200: Family Foundations,0600440,Online Learning Administration,0,Filled,"August 23, 2011 at 04:40 PM",15,0,Apr 04,04.04.2011,,$815 per course credit hour (most courses are 2-3 credits)
Online Adjunct Faculty--PH 121: Principles of Physics,0600438,Online Learning Administration,0,Filled,"August 23, 2011 at 04:22 PM",4,0,Jun 09,09.06.2011,,$815 per course credit hour (most courses are 2-3 credits)
Online Adjunct Faculty--FDINT 201: Global Hotspot: Pakistan,0600441,Online Learning Administration,0,Filled,"August 23, 2011 at 04:33 PM",12,0,May 17,17.05.2011,,$815 per course credit hour (most courses are 2-3 credits)
Online Adjunct Faculty--POLSC 110: American Government,0600439,Online Learning Administration,0,Filled,"August 23, 2011 at 04:40 PM",12,0,Apr 04,04.04.2011,,$815 per course credit hour (most courses are 2-3 credits)
Online Adjunct Faculty--FDWLD 101: World Foundations I,0600443,Online Learning Administration,0,Filled,"August 23, 2011 at 04:33 PM",21,0,May 17,17.05.2011,,$815 per course credit hour (most courses are 2-3 credits)
Online Adjunct Faculty--FDINT 202: Developing World,0600442,Online Learning Administration,0,Filled,"August 23, 2011 at 04:30 PM",27,0,May 17,17.05.2011,,$815 per course credit hour (most courses are 2-3 credits)
Scheduling Coordinator,,Online Learning Administration,0,Filled,"December 06, 2011 at 09:58 AM",1,0,Mar 25,25.03.2011,1,
Online Adjunct Faculty--FDWLD 201: World Foundations II,0600444,Online Learning Administration,0,Filled,"August 23, 2011 at 04:33 PM",20,0,May 17,17.05.2011,,$815 per course credit hour (most courses are 2-3 credits)
Online Adjunct Faculty--TST: Test,0600446,Online Learning Administration,0,Filled,"April 06, 2011 at 02:10 PM",0,0,Apr 05,05.04.2011,,$815 per credit hours (most courses are 3 credits)
Online Adjunct Faculty--ART 117: Design/Color,0600448,Online Learning Administration,0,Filled,"August 23, 2011 at 04:25 PM",13,0,May 17,17.05.2011,,$815 per credit hours (most courses are 3 credits)
Online Learning Adjunct--TST: Test,0600445,Online Learning Administration,0,Filled,"April 06, 2011 at 01:50 PM",0,0,Apr 05,05.04.2011,,$815 per credit hours (most courses are 3 credits)
Online Adjunct Faculty--LR 111: Library Research Skills,0600447,Online Learning Administration,0,Filled,"April 06, 2011 at 02:23 PM",1,0,Apr 05,05.04.2011,,$815 per credit hours (most courses are 3 credits)
Training Coordinator,,Online Learning Administration,0,Filled,"December 06, 2011 at 09:59 AM",1,0,Apr 09,09.04.2011,1,TBD
Online Adjunct Faculty--FDSCI 201:Natural Disasters,0600450,Online Learning Administration,0,Filled,"August 23, 2011 at 04:25 PM",10,0,May 17,17.05.2011,,$815 per credit hours (most courses are 3 credits)
Online Adjunct Faculty--FDSCI 205: Understanding DNA,0600449,Online Learning Administration,2,Filled,"August 23, 2011 at 04:30 PM",11,0,May 17,17.05.2011,,$815 per credit hours (most courses are 3 credits)
Instruction Development Coordinator,0600453,Online Learning Administration,0,Filled,"October 10, 2011 at 10:55 AM",15,1,May 02,02.05.2011,1,"Starting salary $57,000/yr"
Improvement Coordinator,0600452,Online Learning Administration,0,Filled,"October 10, 2011 at 10:56 AM",37,0,Apr 25,25.04.2011,1,"Starting salary $57,000/yr"
Online Adjunct Faculty--B 212: Business Fundamentals II,0600456,Online Learning Administration,0,Filled,"August 23, 2011 at 04:33 PM",41,0,May 17,17.05.2011,,$815 per credit hours (most courses are 3 credits)
Online Learning Evaluator,0600451,Online Learning Administration,0,Filled,"October 10, 2011 at 10:41 AM",13,1,May 09,09.05.2011,1,"Starting salary $50,650/yr"
Staging and Rigging Technician,0600455,A/V Production Services,0,Filled,"June 02, 2011 at 09:19 AM",24,1,May 04,04.05.2011,1,"Starting Salary $39,900"
Office Assistant II,0600454,Human Resources,0,Filled,"October 10, 2011 at 10:59 AM",78,2,Apr 20,20.04.2011,1.0,"Starting salary $31,900/yr"
Office Assistant II,,Teacher Education,0,Filled,"July 16, 2011 at 06:45 AM",10,0,May 04,04.05.2011,1,
Temporary Faculty - Physics,,Academic Office,0,Filled,"June 15, 2011 at 02:33 PM",2,0,Open Until Filled,,,Dependent on Education and Experience
Support Services Coordinator,0600458,Online Degrees & Services,0,Filled,"October 06, 2011 at 04:38 PM",40,1,May 17,17.05.2011,1,"Starting salary $50,650/yr"
Custodian,,Custodial Services,0,Filled,"December 06, 2011 at 08:59 AM",2,0,Jun 06,06.06.2011,1,Starting Salary $11.28/hr
Contracting & Supplier Relationship Administrator,0600457,Purchasing & Travel,0,Filled,"October 10, 2011 at 10:44 AM",28,0,May 12,12.05.2011,1,"Starting salary $57,000/yr"
Online Adjunct Faculty -- GS 120,,Online Learning Administration,0,Filled,"January 04, 2012 at 03:46 PM",5,0,Open Until Filled,02.05.2011,,
Adjunct Faculty - Automotive,,Academic Office,0,Filled,"January 10, 2013 at 02:07 PM",5,0,Open Until Filled,,,Dependent on Education and Experience
Student Honor Coordinator,0600460,Student Honor Office,0,Filled,"August 12, 2011 at 09:46 AM",96,1,May 23,23.05.2011,1,"Starting salary $50,650/yr"
Registration Specialist,0600459,Student Records & Registration,0,Filled,"October 06, 2011 at 04:39 PM",75,2,May 16,16.05.2011,1,"Starting salary $31,940/yr"
Project Manager (1 Year Temporary),0600461,Information Technology,0,Filled,"September 29, 2011 at 01:50 PM",10,0,May 17,17.05.2011,1,"Starting Salary $64,500/year"
Physician,0600463,Student Health Center,0,Filled,"August 12, 2011 at 09:47 AM",4,0,Jun 01,01.06.2011,1,Experience will be considered in making an offer
HVAC Automation Technician,0600465,HVAC Shop,0,Filled,"July 26, 2011 at 04:36 PM",15,0,Jun 08,08.06.2011,1,"Starting Salary $44,955"
Counselor,0600462,Counseling,0,Filled,"August 26, 2011 at 03:14 PM",62,4,Jun 05,05.06.2011,1,"Starting salary $64,500/yr"
On-Campus Operations Manager (Housing & Student Living),0600464,Housing & Student Living,0,Filled,"October 06, 2011 at 04:58 PM",72,4,May 22,22.05.2011,1,"Starting Salary $50,650/yr"
Adjunct Faculty - Accounting,,Academic Office,0,Filled,"April 29, 2013 at 12:20 PM",1,0,Open Until Filled,,,Dependent on Education and Experience
Adjunct Faculty - Animal & Food Science,,Animal & Food Sciences,0,Filled,"April 29, 2013 at 12:20 PM",5,0,Open Until Filled,,,Dependent on Education and Experience
Adjunct Faculty - Psychology,,Academic Office,0,Filled,"April 29, 2013 at 12:31 PM",5,0,Open Until Filled,,,Dependent on Education and Experience
Career & Academic Counselor (multiple openings),0600466,Academic Discovery Center,0,Filled,"October 06, 2011 at 01:04 PM",131,5,Jun 12,12.06.2011,1,"Starting salary $44,955/yr"
Online Adjunct Faculty--GS 120L: Pathway Life Skills & English,,Online Learning Administration,0,Filled,"January 04, 2012 at 03:45 PM",4,1,Open Until Filled,,,$815 per credit hours (most courses are 3 credits)
Adjunct Faculty - History/Geography/Political Science,,Academic Office,0,Filled,"April 29, 2013 at 12:30 PM",8,0,Open Until Filled,,,Dependent on Education and Experience
"Copy Spot Lead (Temporary, 6 months)",0600467,University Press,0,Filled,"July 26, 2011 at 04:34 PM",20,1,Open Until Filled,19.06.2011,1.0,Starting wage $13.85/hr
Online Adjunct Faculty--ENG 106L: Basic Writing and English Language,,Online Learning Administration,0,Filled,"January 04, 2012 at 03:48 PM",1,0,Open Until Filled,,,$815 per credit hours (most courses are 3 credits)
Online Adjunct Faculty--GS 101: Principles of Personal Achievement,,Online Learning Administration,0,Filled,"January 04, 2012 at 04:08 PM",1,0,Open Until Filled,,,$815 per credit hours (most courses are 3 credits)
Tutoring Services Coordinator,0600468,Tutoring Center,0,Filled,"October 06, 2011 at 04:37 PM",28,0,Jul 04,04.07.2011,1,"Starting salary $57,100/yr"
Fleet Services Supervisor,0600469,Fleet Services,0,Filled,"July 26, 2011 at 04:01 PM",33,0,Jul 06,06.07.2011,1,"Starting salary $50,650/yr"
Temporary Faculty - English,,Academic Office,0,Cancelled,"July 19, 2011 at 07:11 AM",1,0,Open Until Filled,,,Dependent on Education and Experience
Office Assistant,0600470,Student Support,0,Filled,"October 06, 2011 at 04:36 PM",33,1,Jul 06,06.07.2011,.50,Starting wage $12.51/hr
Office Assistant II,,Continuing Education,0,Filled,"July 01, 2011 at 04:46 PM",11,0,Jul 06,06.07.2011,1.0,Starting Wage $15.35/hr
Admissions Specialist,0600473,Admissions,0,Filled,"October 06, 2011 at 04:25 PM",67,2,Jul 13,13.07.2011,1,"Starting salary $23,450/yr"
Adjunct Faculty - Teacher Education,0600471,Academic Office,0,Cancelled,"February 18, 2012 at 07:19 PM",21,1,Open Until Filled,,,Dependent on Education and Experience
Office Assistant I,0600474,Student Support,0,Filled,"July 26, 2011 at 04:01 PM",40,1,Jul 11,11.07.2011,1,"Staring salary $26,000/yr"
Office Assistant II,0600472,Continuing Education,0,Filled,"October 06, 2011 at 04:26 PM",30,2,Jul 11,11.07.2011,1,"Starting salary $31,900/yr"
Financial Aid Advisor,,Student Financial Aid ,0,Cancelled,"July 15, 2011 at 09:18 PM",0,0,Jul 11,11.07.2011,1.0,"Starting Salary $35,650"
Financial Aid Advisor,0600475,Student Financial Aid ,0,Filled,"October 06, 2011 at 04:24 PM",64,8,Jul 16,16.07.2011,1.0,"Starting salary $35,650/yr"
Online Adjunct Faculty--GS 111: Realize Vision,,Online Learning Administration,0,Filled,"January 04, 2012 at 04:09 PM",1,0,Open Until Filled,,,$815 per credit hours (most courses are 3 credits)
Project Coordinator,0600477,University Communications,0,Filled,"October 06, 2011 at 04:21 PM",37,3,Jul 27,27.07.2011,1,"Starting salary $45,000/yr"
Technology Engineer,0600476,Information Technology,0,Filled,"August 26, 2011 at 03:10 PM",30,1,Jul 25,25.07.2011,1,"Starting salary $57,000/yr"
Student Support Coordinator,0600480,Student Support,0,Filled,"October 06, 2011 at 04:16 PM",40,1,Jul 29,29.07.2011,1,"Starting salary $50,650/yr"
Office Assistant I,0600481,Student Activities,0,Filled,"October 06, 2011 at 04:23 PM",42,6,Jul 25,25.07.2011,1.0,"Starting salary $26,000/yr"
First-Year Experience Coordinator,0600479,Student Support,0,Filled,"October 06, 2011 at 04:18 PM",94,3,Jul 29,29.07.2011,1,"Starting salary $50,650/yr"
Production Coordinator,0600478,University Press,0,Filled,"October 06, 2011 at 04:22 PM",9,3,Jul 25,25.07.2011,1.0,"Starting salary $26,000/yr"
Custodian,,Custodial Services,0,Filled,"December 06, 2011 at 09:04 AM",2,0,Jul 25,25.07.2011,.75,$11.28/hr
Online Adjunct Faculty (Future Need)--CIT 140: Micro Applications,0600482,Online Learning Administration,0,Filled,"July 20, 2011 at 05:38 PM",0,0,Jul 20,20.07.2011,,$815 per credit hours (most courses are 3 credits)
Online Adjunct Faculty (Future Need)--FDHUM 101: Heroic Journey,0600500,Online Learning Administration,0,Filled,"February 07, 2012 at 01:34 PM",7,0,Sep 09,09.09.2011,,$815 per credit hour (3-credit course)
Ticketing Assistant,0600519,Cashier & Ticket Services,0,Filled,"August 26, 2011 at 03:11 PM",60,4,Aug 04,04.08.2011,.5,Starting salary $12.51/hr
Online Adjunct Faculty (Future Need)--SPAN 101: Beginning Spanish I,0600512,Online Learning Administration,0,Filled,"February 07, 2012 at 01:44 PM",19,0,Sep 09,09.09.2011,,$815 per credit hour (4-credit course)
Online Adjunct Faculty (Current Need)--TA 402: Theatre History II,,Online Learning Administration,0,Cancelled,"July 20, 2011 at 06:07 PM",0,0,Sep 09,09.09.2011,,$815 per credit hour (3-credit course)
Online Adjunct Faculty (Future Need)--FDMAT 108: Math Tools for the Real World,0600493,Online Learning Administration,0,Filled,"February 07, 2012 at 01:30 PM",17,2,Sep 09,09.09.2011,,$815 per credit hour (3-credit course)
Online Adjunct Faculty (Future Need)--FDMAT 223: Social Sciences Statistics,0600496,Online Learning Administration,0,Filled,"February 07, 2012 at 01:32 PM",10,0,Sep 09,09.09.2011,,$815 per credit hour (3-credit course)
Online Adjunct Faculty (Future Need)--FDMAT 221: Business Statistics,0600494,Online Learning Administration,0,Filled,"February 07, 2012 at 01:31 PM",15,0,Sep 09,09.09.2011,,$815 per credit hour (3 credit-course)
Online Adjunct Faculty (Future Need)--FDMAT 222: Biostatistics,0600495,Online Learning Administration,0,Filled,"February 07, 2012 at 01:31 PM",5,0,Sep 09,09.09.2011,,$815 per credit hour (3 credit course)
Online Adjunct Faculty (Future Need)--ART 130: Intro to Graphic Design,0600497,Online Learning Administration,0,Filled,"February 07, 2012 at 01:33 PM",11,0,Sep 09,09.09.2011,,$815 per credit hour (3 credit-course)
Online Adjunct Faculty (Future Need)--ARCH 270: Specifications,,Online Learning Administration,0,Cancelled,"July 27, 2011 at 02:52 PM",0,0,Sep 09,09.09.2011,,$815 per credit hours (3-credit course)
